Species,Ti,Acc,gene
Dulichium arundinaceum,"Dulichium arundinaceum var. boreale voucher CAN:Cayouette 73-539 maturase K (matK) gene, partial cds; plastid",MK191067,matK
Elymus canadensis,"Elymus canadensis var. canadensis voucher 07-JMS-1005 maturase K (matK) gene, partial cds; chloroplast",MF597331,matK
Elymus trachycaulus,"Elymus trachycaulus voucher 06-JMS-0759 maturase K (matK) gene, partial cds; chloroplast",MF597351,matK
Chamaenerion angustifolium,"Chamaenerion angustifolium voucher Ge130485 maturase K (matK) gene, partial cds; chloroplast",MT929949,matK
Chamerion angustifolium,"Chamerion angustifolium voucher E173 trnK gene, intron; and maturase K (matK) gene, partial cds; plastid",KP682441,matK
Epilobium ciliatum,"Epilobium ciliatum subsp. glandulosum voucher SCBI-SIGEO_13_0604 maturase K (matK) gene, partial cds; chloroplast",KP643039,matK
Epilobium adenocaulon,"Epilobium adenocaulon voucher E34 clone E34b trnK gene, intron; and maturase K (matK) gene, partial cds; plastid",KP682445,matK
Epilobium leptophyllum,"Epilobium leptophyllum voucher MISU25-24 maturase K (matK) gene, partial cds; chloroplast",MG220821,matK
Eragrostis spectabilis,"Eragrostis spectabilis voucher v0229389WIS maturase K (matK) gene, partial cds; chloroplast",MK520061,matK
Erechtites hieraciifolius,"Erechtites hieraciifolius voucher Canek Ledesma 20339 (MEXU, US) maturase K (matK) gene, partial cds; chloroplast",OQ289665,matK
Erigeron annuus,"Erigeron annuus voucher Q179 maturase K (matK) gene, partial cds; chloroplast",MH659622,matK
Erigeron strigosus,"Erigeron strigosus isolate OSBAR 000451 maturase K (matK) gene, partial cds; chloroplast",MH551947,matK
Eutrochium maculatum,"Eutrochium maculatum voucher v0038572WIS maturase K (matK) gene, partial cds; chloroplast",MK520079,matK
Eupatorium perfoliatum,"Eupatorium perfoliatum voucher v0114292WIS maturase K (matK) gene, partial cds; chloroplast",MK520080,matK
Euphorbia corollata,"Euphorbia corollata voucher SCBI_13_0469 maturase K (matK) gene, partial cds; chloroplast",KP642990,matK
Euphorbia geyeri,"Euphorbia geyeri var. geyeri voucher Warnock 20915 (SRSC) tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast",HQ645726,matK
Euphorbia glyptosperma,"Euphorbia glyptosperma voucher Yang, Y. 35 (MICH) tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast",HQ645728,matK
Euthamia graminifolia,"Euthamia graminifolia voucher NTW792 maturase K (matK) gene, partial cds; chloroplast",MG224954,matK
Festuca ovina,"Festuca ovina subsp. guestfalica tRNA-Lys (trnK) gene and intron, partial sequence; maturase K (matK) gene, complete cds; psbA gene, partial sequence, isolate DB11290",LR588327,matK
Festuca guestfalica,"Festuca guestfalica tRNA-Lys (trnK) gene and intron, partial sequence; maturase K (matK) gene, complete cds; psbA gene, partial sequence, isolate DB11283",LR588320,matK
Festuca rubra,"Festuca rubra subsp. littoralis tRNA-Lys (trnK) gene and intron, partial sequence; maturase K (matK) gene, complete cds; psbA gene, partial sequence, isolate DB11229",LR588267,matK
Fragaria vesca,"Fragaria vesca voucher Ge130537 maturase K (matK) gene, partial cds; chloroplast",MT930117,matK
Fragaria virginiana,"Fragaria virginiana voucher ERM944 maturase K (matK) gene, partial cds; chloroplast",KX677448,matK
Fraxinus americana,"Fraxinus americana voucher SCBI-SIGEO_13_0293 maturase K (matK) gene, partial cds; chloroplast",KP642888,matK
Fraxinus nigra,"Fraxinus nigra voucher MT00180048 maturase K (matK) gene, partial cds; chloroplast",MG225127,matK
Fraxinus pennsylvanica,"Fraxinus pennsylvanica voucher AP410 maturase K (matK) gene, partial cds; chloroplast",MG225248,matK
Seemannia sylvatica,"Seemannia sylvatica trnK gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast",JX196066,matK
Galium aparine,"Galium aparine voucher TW-0043 maturase K (matK) gene, partial cds; chloroplast",MT918324,matK
Galium boreale,"Galium boreale voucher Ge130014 maturase K (matK) gene, partial cds; chloroplast",MT918330,matK
Galium trifidum,"Galium trifidum voucher v0261323WIS maturase K (matK) gene, partial cds; chloroplast",MK520126,matK
Galium triflorum,"Galium triflorum voucher ERM1565 maturase K (matK) gene, partial cds; chloroplast",KX677333,matK
Gentiana andrewsii,"Gentiana andrewsii voucher AP398 maturase K (matK) gene, partial cds; chloroplast",HQ593311,matK
Geranium maculatum,"Geranium maculatum voucher SCBI-SIGEO_13_0058 maturase K (matK) gene, partial cds; chloroplast",KP642821,matK
Glechoma hederacea,"Glechoma hederacea voucher JAG 0863 maturase K (matK) gene, partial cds; chloroplast",MG224988,matK
Glyceria grandis,"Glyceria grandis voucher 03-JMS-0259 maturase K (matK) gene, partial cds; chloroplast",MF597404,matK
Gamochaeta purpurea,"Gamochaeta purpurea isolate OSBAR 000336 maturase K (matK) gene, partial cds; chloroplast",MH551837,matK
Gnaphalium uliginosum,"Gnaphalium uliginosum isolate NMW403 maturase K (matK) gene, partial cds; chloroplast",JN895615,matK
Helenium autumnale,"Helenium autumnale voucher MMD 056 maturase K (matK) gene, partial cds; chloroplast",MG225340,matK
Helianthus hirsutus,"Helianthus hirsutus maturase K (matK) gene, partial cds; chloroplast",KJ772830,matK
Heliopsis helianthoides,"Heliopsis helianthoides voucher CCDB-21227-H01 maturase K (matK) gene, partial cds; chloroplast",MG224825,matK
Heuchera richardsonii,"Heuchera richardsonii voucher v0125572WIS maturase K (matK) gene, partial cds; chloroplast",MK520178,matK
Pilosella aurantiaca,"Pilosella aurantiaca voucher ERM1636 maturase K (matK) gene, partial cds; chloroplast",KX677591,matK
Hieracium aurantiacum,"Hieracium aurantiacum voucher AP120 maturase K (matK) gene, partial cds; chloroplast",HQ593320,matK
Hieracium umbellatum,"Hieracium umbellatum voucher 12CS5563 maturase K (matK) gene, partial cds; chloroplast",MK435709,matK
Hieracium longipilum,"Hieracium longipilum voucher v0033994WIS maturase K (matK) gene, partial cds; chloroplast",MK520183,matK
Hierochloe odorata,"Hierochloe odorata voucher RBGE109 maturase K (matK) gene, partial cds; chloroplast",MK926341,matK
Anthoxanthum nitens,"Anthoxanthum nitens maturase K (matK) gene, partial cds",KJ025071,matK
Houstonia longifolia,"Houstonia longifolia voucher SCBI-SIGEO_13_0215 maturase K (matK) gene, partial cds; chloroplast",KP643174,matK
Hypoxis hirsuta,"Hypoxis hirsuta voucher v0040108WIS maturase K (matK) gene, partial cds; chloroplast",MK520201,matK
Ilex verticillata,"Ilex verticillata voucher v0021754WIS maturase K (matK) gene, partial cds; chloroplast",MK520203,matK
Impatiens capensis,"Impatiens capensis voucher HERB0065 maturase K (matK) gene, partial cds; chloroplast",KX677069,matK
Iris versicolor,"Iris versicolor voucher ALR021 maturase K (matK) gene, partial cds; chloroplast",MG217124,matK
Juncus tenuis,"Juncus tenuis voucher HERB0468 maturase K (matK) gene, partial cds; chloroplast",KX677667,matK
Juniperus communis,"Juniperus communis var. hondoensis TF<JPN>:TW024240 chloroplast matK gene for maturase K, partial cds",LC678465,matK
Juniperus virginiana,"Juniperus virginiana voucher BU-10230 maturase (matK) gene, partial cds; chloroplast",HM024065,matK
Krigia biflora,"Krigia biflora voucher v0222111WIS maturase K (matK) gene, partial cds; chloroplast",MK520228,matK
Lactuca biennis,"Lactuca biennis voucher BAB-5632 maturase K (matK) gene, partial cds; chloroplast",MG225222,matK
Lactuca canadensis,"Lactuca canadensis voucher v0223810WIS maturase K (matK) gene, partial cds; chloroplast",MK520231,matK
Lactuca serriola,"Lactuca serriola voucher Ge130395 maturase K (matK) gene, partial cds; chloroplast",MT917363,matK
Larix laricina,"Larix laricina voucher v0217093WIS maturase K (matK) gene, partial cds; chloroplast",MK520235,matK
Lathyrus ochroleucus,"Lathyrus ochroleucus voucher HERB0287 maturase K (matK) gene, partial cds; chloroplast",KX677106,matK
Lathyrus venosus,"Lathyrus venosus isolate HS1178 maturase K (matK) gene, partial cds; chloroplast",JX505823,matK
Leersia oryzoides,"Leersia oryzoides voucher MT00179864 maturase K (matK) gene, partial cds; chloroplast",MG216976,matK
Lepidium densiflorum,"Lepidium densiflorum voucher BAR017 maturase K (matK) gene, partial cds; chloroplast",MG220737,matK
Lepidium virginicum,"Lepidium virginicum isolate OSBAR 000305 maturase K (matK) gene, partial cds; chloroplast",MH551815,matK
Digitaria cognata,"Digitaria cognata isolate OSBAR 000671 maturase K (matK) gene, partial cds; chloroplast",MH552155,matK
Lespedeza capitata,"Lespedeza capitata maturase K (matK) gene, partial cds; chloroplast",KJ772888,matK
Liatris aspera,"Liatris aspera voucher v0032629WIS maturase K (matK) gene, partial cds; chloroplast",MK520247,matK
Liatris ligulistylis,"Liatris ligulistylis voucher v0033121WIS maturase K (matK) gene, partial cds; chloroplast",MK520249,matK
Liatris pycnostachya,"Liatris pycnostachya voucher v0033362WIS maturase K (matK) gene, partial cds; chloroplast",MK520250,matK
Linaria vulgaris,"Linaria vulgaris voucher Q-196 maturase K (matK) gene, partial cds; chloroplast",MT929888,matK
Lithospermum canescens,"Lithospermum canescens maturase K (matK) gene, partial cds; chloroplast",FJ827261,matK
Lithospermum carolinense,"Lithospermum carolinense maturase K (matK) gene, partial cds; chloroplast",FJ827260,matK
Lobelia siphilitica,"Lobelia siphilitica voucher SCBI-SIGEO_13_0603 maturase K (matK) gene, partial cds; chloroplast",KP643110,matK
Lolium multiflorum,"Lolium multiflorum voucher UZ 332.07 maturase K (matK) gene, partial cds; chloroplast",KJ529382,matK
Lonicera dioica,"Lonicera dioica voucher HERB0169 maturase K (matK) gene, partial cds; chloroplast",KX676710,matK
Lonicera tatarica,"Lonicera tatarica voucher BOP010281 maturase K (matK) gene, partial cds; chloroplast",MT157369,matK
Lonicera morrowii,"Lonicera morrowii voucher TJD-087 maturase K (matK) gene, partial cds; chloroplast",KJ840933,matK
Ludwigia polycarpa,"Ludwigia polycarpa voucher v0151224WIS maturase K (matK) gene, partial cds; chloroplast",MK520281,matK
Lupinus perennis,"Lupinus perennis voucher v0264283WIS maturase K (matK) gene, partial cds; chloroplast",MK520282,matK
Silene latifolia,"Silene latifolia maturase K (matK) gene, complete cds; chloroplast",EF547239,matK
Lycopus americanus,"Lycopus americanus voucher JAG 0625 maturase K (matK) gene, partial cds; chloroplast",MG225276,matK
Lycopus uniflorus,"Lycopus uniflorus voucher v0225481WIS maturase K (matK) gene, partial cds; chloroplast",MK520285,matK
Lysimachia ciliata,"Lysimachia ciliata voucher SCBI-SIGEO_13_0513 maturase K (matK) gene, partial cds; chloroplast",KP643068,matK
Lysimachia thyrsiflora,"Lysimachia thyrsiflora voucher NMW7537 maturase K (matK) gene, partial cds; chloroplast",MK926240,matK
Maianthemum canadense,"Maianthemum canadense voucher SNP_13_0363 maturase K (matK) gene, partial cds; chloroplast",KP643009,matK
Medicago lupulina,"Medicago lupulina voucher GPAGA 347 maturase K (matK) gene, partial cds; chloroplast",OL434880,matK
Medicago sativa,"Medicago sativa voucher Ge130358 maturase K (matK) gene, partial cds; chloroplast",MT918271,matK
Melilotus officinalis,"Melilotus officinalis voucher TW-0251 maturase K (matK) gene, partial cds; chloroplast",MT918281,matK
Mimulus ringens,"Mimulus ringens voucher SNEW040a_B maturase K (matK) gene, partial cds; chloroplast",MG224871,matK
Mirabilis albida,"Mirabilis albida voucher William R. Carr 11075 (TEX) maturase K (matK) gene, partial cds; chloroplast",KY952417,matK
Mirabilis nyctaginea,"Mirabilis nyctaginea voucher JK 035 maturase K (matK) gene, partial cds; chloroplast",MG220894,matK
Mollugo verticillata,"Mollugo verticillata voucher v0264509WIS maturase K (matK) gene, partial cds; chloroplast",MK520327,matK
Monarda fistulosa,"Monarda fistulosa voucher M:Braeuchler 4456 tRNA-Lys (trnK) gene, partial sequence; and maturase K (matK) gene, complete cds; chloroplast",GU381745,matK
Monarda punctata,"Monarda punctata voucher v0257755WIS maturase K (matK) gene, partial cds; chloroplast",MK520328,matK
Mosla dianthera,"Mosla dianthera voucher ZhouSB0066 maturase K (matK) gene, partial cds; chloroplast",MN317512,matK
Muhlenbergia racemosa,"Muhlenbergia racemosa voucher 07-PMP-20924 maturase K (matK) gene, partial cds; chloroplast",MF597459,matK
Nepeta cataria,"Nepeta cataria voucher v0208386WIS maturase K (matK) gene, partial cds; chloroplast",MK520352,matK
Oenothera biennis,"Oenothera biennis isolate OSBAR 000768 maturase K (matK) gene, partial cds; chloroplast",MH552250,matK
Oenothera parviflora,"Oenothera parviflora voucher v0152152WIS maturase K (matK) gene, partial cds; chloroplast",MK520363,matK
Oxalis stricta,"Oxalis stricta voucher MISU15-61 maturase K (matK) gene, partial cds; chloroplast",MG221065,matK
Panicum capillare,"Panicum capillare isolate 510140 maturase K (matK) gene, partial cds; chloroplast",MZ006168,matK
Dichanthelium acuminatum,"Dichanthelium acuminatum voucher J.H.Lee 2010549 maturase K (matK) gene, partial cds; chloroplast",ON745581,matK
Panicum leibergii,"Panicum leibergii voucher KEW *0398118 maturase K (matK) gene, partial cds; plastid",KU530279,matK
Panicum miliaceum,"Panicum miliaceum isolate 552242 maturase K (matK) gene, partial cds; chloroplast",MZ006206,matK
Dichanthelium oligosanthes,"Dichanthelium oligosanthes subsp. oligosanthes isolate OSBAR 000192 maturase K (matK) gene, partial cds; chloroplast",MH551715,matK
Panicum virgatum,"Panicum virgatum maturase K (matK) gene, complete cds; chloroplast",EU434294,matK
Parietaria pensylvanica,"Parietaria pensylvanica voucher v0261379WIS maturase K (matK) gene, partial cds; chloroplast",MK520380,matK
Parthenocissus inserta,"Parthenocissus inserta voucher RS136 maturase K (matK) gene, partial cds; chloroplast",MG221026,matK
Parthenocissus quinquefolia,"Parthenocissus quinquefolia isolate OSBAR 000363 maturase K (matK) gene, partial cds; chloroplast",MH551862,matK
Paspalum setaceum,"Paspalum setaceum var. ciliatifolium isolate OSBAR 000048 maturase K (matK) gene, partial cds; chloroplast",MH551590,matK
Pedicularis canadensis,"Pedicularis canadensis voucher SNP_13_0421 maturase K (matK) gene, partial cds; chloroplast",KP642964,matK
Penstemon digitalis,"Penstemon digitalis voucher MT00186496 maturase K (matK) gene, partial cds; chloroplast",MG224978,matK
Penstemon gracilis,"Penstemon gracilis voucher Aust 173 maturase K (matK) gene, complete cds; plastid",KT176611,matK
Penstemon grandiflorus,"Penstemon grandiflorus voucher v0171828WIS maturase K (matK) gene, partial cds; chloroplast",MK520392,matK
Penthorum sedoides,"Penthorum sedoides maturase K (matK) gene, partial cds; chloroplast gene for chloroplast product",AF274628,matK
Dalea purpurea,"Dalea purpurea trnK gene, partial sequence; and maturase (matK) gene, complete cds; chloroplast",AY391798,matK
Phalaris arundinacea,"Phalaris arundinacea voucher CMN:591065 (P.M. Peterson, J.M. Saarela & S.F. Smith 18383) maturase K (matK) gene, partial cds; chloroplast",KX873497,matK
Phleum pratense,"Phleum pratense voucher US:Soreng et al. 7943 maturase K (matK) gene, partial cds; chloroplast",KM523886,matK
Phlox paniculata,"Phlox paniculata voucher v0227159WIS maturase K (matK) gene, partial cds; chloroplast",MK520412,matK
Phlox pilosa,"Phlox pilosa voucher v0264589WIS maturase K (matK) gene, partial cds; chloroplast",MK520413,matK
Phryma leptostachya,"Phryma leptostachya voucher Q845 maturase K (matK) gene, partial cds; chloroplast",MH660221,matK
Physalis pubescens,"Physalis pubescens voucher Canek Ledesma 20461 (MEXU, US) maturase K (matK) gene, partial cds; chloroplast",OQ289758,matK
Physalis virginiana,"Physalis virginiana voucher v0257756WIS maturase K (matK) gene, partial cds; chloroplast",MK520420,matK
Pilea pumila,"Pilea pumila voucher TanCM495 maturase K (matK) gene, partial cds; chloroplast",MN451035,matK
Pinus banksiana,"Pinus banksiana trnK gene, partial sequence; and maturase (matK) gene, complete cds; chloroplast genes for chloroplast products",AF143427,matK
Pinus resinosa,"Pinus resinosa maturase K (matK) gene, partial cds; chloroplast",AY497288,matK
Pinus strobus,"Pinus strobus voucher v0198653WIS maturase K (matK) gene, partial cds; chloroplast",MK520432,matK
Plantago lanceolata,"Plantago lanceolata voucher Ge130477 maturase K (matK) gene, partial cds; chloroplast",MT929903,matK
Plantago major,"Plantago major isolate BPTPS058 maturase K (matK) gene, complete cds; chloroplast",ON684580,matK
Poa compressa,"Poa compressa voucher UZ 51.08 maturase K (matK) gene, partial cds; chloroplast",KJ529347,matK
Poa palustris,"Poa palustris voucher US:Soreng & Olonova FE602 maturase K (matK) gene, partial cds; chloroplast",MT273310,matK
Poa pratensis,"Poa pratensis subsp. pratensis voucher CAN:Gillespie et al. 6310 maturase K (matK) gene, partial cds; chloroplast",KM523898,matK
